ProjectID,ProjectName,ShortName,Country,State,Region,City,County,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LatitudeDirection,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LongitudeDirection,Technology,Status,StatusDate,PPADateMonth,PPADateDay,PPADateYear,FeedInTariffType,TariffRate,TariffRateUnit,TariffYears,TariffInfo,BreakGroundMonth,BreakGroundDay,BreakGroundYear,ProductionStartMonth,ProductionStartDay,ProductionStartYear,SiteSolarResource,SiteSolarResourceDataSource,ProjectType,Cost,CostCurrency,CostInfoSource,ElectricityGeneration,ElectricityGenerationBasis,ElectricityGenerationExplanation,ContactCompany,ContactWebSite,Contact1,Contact1Email,ContactCompany2,ContactWebSite2,Contact2,Contact2Email,ConstructionJobYears,AnnualOperationsJobs,Developer1,Developer2,Operator1,Operator2,EPCContractor,EPCContractorTask,LandArea,LandAreaUnits,DriveManufacturer1,DriveManufacturer2,HeatTransferFluidType,HeatTransferFluidCompany,GrossTurbineCapacity,NetCapacity,OtherTurbineCapacity,CapacityUnit,TurbineThermodynamicCycleType,PowerCyclePressure,PowerCyclePressureUnits,TurbineSupplier,TurbineSupplierCountry,CoolingMethod,CoolingMethodDescription,TurbineEfficiency,DesignPointSolarElectricEfficiency,DesignPointConditions,AnnualSolarElectricEfficiency,BackupType,BackupPercent,StorageType,StorageCapacity,StorageCapacityUnit,StorageDescription,LongDescription,Photo,AltText,Caption,Credit,PublishStatus,DraftID,Deleted
242,Borges Termosolar,,ES,  ,Lleida,Les Borges Blanques,,41,31,44,North,0,47,60,East,Parabolic trough,Operational,2013-09-27 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,March,NULL,2011,December,NULL,2012,NULL,,Commercial,153000000,Euros,,98000,Estimated,,Abantia,http://www.abantia.com,David Morell,dmorell@abantia.com,,,,,NULL,30,Abantia,,,,Abantia & Comsa EMTE,,96,hectares,,,Thermal Oil,,25,22.5,,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling Tower,37,NULL,,NULL,Biomass (2x22MWt),NULL,None,NULL,,,"The Borges Termosolar project is a 22.5 MW hybrid CSP-Biomass plant being built in the north-east of Spain and it’s the first commercial plant of its kind. The CSP plant is hybridized with two biomass units (2 x 22 MW thermal) that supply the required thermal energy to the power block enabling the electrical production with low or with absence of solar irradiation, increasing the overall efficiency, allowing a continuous operation of the steam turbine (by avoiding daily start-up’s and shut downs) and therefore, making possible a better use of the thermal block as well as the electrical infrastructure of the plant. The plant is able to produce electricity around-the-clock in a dispatchable way by the use of renewable sources (solar and biomass). The plant uses a combination of waste forest biomass (main fuel) and energy crops.",,,,,Published,0,0
243,Kogan Creek Solar Boost,Kogan Creek,AU,  ,Queensland,Chinchilla,,26,55,8,South,150,45,28,East,Linear Fresnel reflector,Under construction,2017-03-20 00:00:00.000,,NULL,NULL,,NULL,,,The solar-derived generation will be traded in Australia’s National Electricity Market as part of the power station’s overall output.,June,NULL,2011,,NULL,2016,NULL,,Commercial,104.7,AU$ million,,44000,,"The generation data is based on projected solar-derived steam generation with an appropriate thermal cycle efficiency applied, considering the solar steam is being injected into the Cold Reheat line of the existing power station.",CS Energy,,Alan Brake,abrake@csenergy.com.au,,,,,NULL,NULL,CS Energy,,CS Energy,,AREVA Solar & Clyde Babcock-Hitachi Pty Ltd,,30,hectares,,,Water/Steam,,44,44,,MW,Steam Rankine,60,bar,Siemens,,Dry cooling,Air-Cooled Condenser,NULL,NULL,,NULL,,NULL,None,NULL,,,"Kogan Creek Solar Boost project is set to become the largest solar integration with a coal-fired power station in the world. The project consist of a CLFR solar thermal augmentation of the existing Kogan Creek Power Station, increasing the power station’s electrical output and fuel efficiency. The solar addition will enable the 750 megawatt power station, already one of Australia’s most efficient coal-fired power stations and Australia’s largest single unit, to produce more electricity with the same amount of coal. The project will help avoid 35,600 tonnes of carbon dioxide per year, the equivalent to taking 11,000 cars of the road annually.",,,,,Published,0,0
244,Khi Solar One,,ZA,  ,Northern Cape,Upington,,28,32,14,South,21,4,39,East,Power tower,Operational,2016-02-08 00:00:00.000,,NULL,NULL,,NULL,,20,,November,NULL,2012,February,5,2016,NULL,,Commercial,NULL,,,180000,Expected,,Abengoa Solar,http://www.abengoasolar.com,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Abengoa Solar - IDC,,Abengoa Solar,,Abener - Teyma,,NULL,,,,Water/Steam,,50,50,,MW,Steam Rankine,NULL,,,,Dry cooling,,NULL,NULL,,NULL,,NULL,Other,2,hours,Saturated steam,"This page provides information on Khi Solar One, a concentrating solar power (CSP) project, with data organized by background, parcipants and power plant configuration.",,,,,Published,0,0
245,KaXu Solar One,,ZA,  ,Northern Cape,Poffader,,28,54,6,South,19,37,15,East,Parabolic trough,Operational,2015-04-14 00:00:00.000,,NULL,NULL,,NULL,,,,November,NULL,2012,March,2,2015,NULL,,Commercial,860,USD million,,330000,Expected,,Abengoa Solar,http://www.abengoasolar.com,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Abengoa Solar - IDC,,,,Abener - Teyma,,NULL,,,,Thermal oil,,100,100,,MW,Steam Rankine,100,bar,Siemens,,Dry cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,2.5,hours,Molten salts,"This page provides information on KaXu Solar One, a concentrating solar power (CSP) project, with data organized by background, parcipants and power plant configuration.",,,,,Published,0,0
246,Jülich Solar Tower,,DE,  ,Rhineland,Jülich,,50,54,54,North,6,23,16,East,Power tower,Operational,2013-02-12 00:00:00.000,,NULL,NULL,,NULL,,,,July,31,2007,December,NULL,2008,902,DLR,Demonstration,NULL,,,NULL,,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Kraftanlagen München,"German Aerospace Center, Solar-Institute Jülich",DLR,,Kraftanlagen München,,17,hectares,,,Air,,1.5,1.5,,MW,NULL,NULL,,Siemens,,Dry cooling,,NULL,NULL,,NULL,,NULL,Other,1.5,hours,Ceramic heat sink,"This page provides information on Jülich Solar Tower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
247,Godawari Solar Project,,IN,  ,Rajhastan,Nokh,,27,36,5,North,72,13,26,East,Parabolic trough,Operational,2014-02-13 00:00:00.000,,NULL,NULL,,12.2,Rs per kWh,25,,June,26,2011,June,5,2013,NULL,,Commercial,NULL,,,118000,Estimated,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Godawari Green Energy Limited,,,,Lauren-Jyoti,,150,hectares,,,Dowtherm A,Dow Chemical,50,50,SST-700,MW,NULL,NULL,,Siemens,,Wet cooling,,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Godawari Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
248,Supcon Solar Project,,CN,  ,Qinghai,Delingha,,37,21,59,North,97,17,34,East,Power tower,Under construction,2016-09-26 00:00:00.000,,NULL,NULL,,NULL,,,,November,28,2010,,NULL,NULL,NULL,,Commercial,750000000,RMB,,120000,Expected,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,SUPCON Solar,,,,,,330,hectares,,,Molten salt,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,6,hours,Molten Salt,The first 10 MW phase of the project was connected to the grid in July 2013. The second phase is currently under development.,,,,,Published,0,0
252,Pedro de Valdivia,,CL,  ,Antofagasta,Maria Elena,,22,43,4,South,69,35,10,West,Parabolic trough,Under development,2013-02-12 00:00:00.000,,NULL,NULL,,NULL,,,,October,NULL,2012,,NULL,2015,NULL,,Commercial,2610000000,USD,,2108000,Estimated,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Grupo Ibereolica,,,,,,1982,hectares,,,Thermal Oil,,360,360,,MW,NULL,NULL,,,,Dry cooling,,NULL,NULL,,NULL,Natural gas,NULL,2-tank indirect,10.5,hours,Molten Salt,"The planned project, located at Maria Elena in the Antofagasta region, is a 360 MW plant divided in two phases (I and II) which in turn are divided into two 90 MW units. The plant will use parabolic trough technology with thermal storage. The expected generation is up to 2,108 GWh per year.",,,,,archived,0,0
253,Dahan Power Plant,,CN,  ,,Beijing,Yanqing County,40,22,55,North,115,56,15,East,Power tower,Operational,2014-02-13 00:00:00.000,,NULL,NULL,,NULL,,,,July,NULL,2009,August,NULL,2012,1290,,Demonstration and experimental platform,32.1,million CNY,,1950,,,Institute of Electrical Engineering of Chinese Academy of Sciences,,Fengli Du,duqian@mail.iee.ac.cn,,,,,NULL,NULL,Institute of Electrical Engineering of Chinese Academy of Sciences,,Institute of Electrical Engineering of Chinese Academy of Sciences,,,,13,acres,,,Water/Steam,,1,1,,MW,Steam Rankine,NULL,,Hangzhou Steam Turbine Company,,Wet cooling,,NULL,NULL,,13.7,Oil-fired boiler,NULL,Other,1,hour,Two stages: saturated steam/oil,"This page provides information on Yanqing Solar Power Station, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
254,Abhijeet Solar Project,,IN,  ,Rajasthan,Phalodi,,26,49,40,North,70,55,11,East,Parabolic trough,Under construction,2015-07-27 00:00:00.000,,NULL,NULL,,12.24,Rs per kWh,,,,NULL,NULL,,NULL,2015,NULL,,Commercial,NULL,,,NULL,,,Ener-t International Ltd.,http://www.enertgroup.com/,Ener-t International Ltd.,info@enertgroup.com,,,,,NULL,NULL,Corporate Ispat Alloys Ltd.,,,,Shriram EPC Ltd Chennai,,388,acres,,,Therminol VP-1,Solutia,50,50,SST-700,MW,Steam Rankine,NULL,,Siemens,,Wet cooling,,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Abhijeet Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
258,Diwakar,,IN,  ,Rajasthan,Askandra,,27,21,53,North,71,43,53,East,Parabolic trough,Under construction,2013-02-12 00:00:00.000,,NULL,NULL,,10.5,Rs per kWh,,,,NULL,NULL,March,NULL,2013,NULL,,Commercial,NULL,,,NULL,,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Lanco Solar,,,,Lanco Solar,,NULL,,,,Synthetic Oil,,100,100,SST-700,MW,NULL,NULL,,Siemens,Germany,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,4,hours,"1010 MWht, Molten Salt","is page provides information on Diwakar Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
260,KVK Energy Solar Project,,IN,  ,Rajasthan,Askandra,,27,22,55,North,71,46,23,East,Parabolic trough,Under construction,2013-02-12 00:00:00.000,,NULL,NULL,,11.2,Rs per kWh,,,,NULL,NULL,March,NULL,2013,NULL,,Commercial,NULL,,,NULL,,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,KVK Energy Ventures Ltd,,,,Lanco Solar,,NULL,,,,Synthetic Oil,,100,100,SST-700,MW,NULL,NULL,,Siemens,Germany,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,4,hours,"1010 MWht, Molten Salt","This page provides information on KVK Energy Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
261,Lake Cargelligo,,AU,  ,New South Wales,Lake Cargelligo,,33,18,42,South,146,24,35,East,Power tower,Currently Non-Operational,2017-03-20 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,May,NULL,2011,NULL,,Demonstration,NULL,,,NULL,,,,,Solastor,info@solastor.com.au,,,,,NULL,NULL,Lloyd Energy Systems Pty Ltd,,Graphite Energy,,Comet Windmills,,NULL,,,,Water/Steam,,3,3,,MW,Steam Rankine,50,bar,,,,,NULL,NULL,,NULL,,NULL,Other,NULL,,Core graphite thermal storage technology,"The Project uses concentrated solar power focused into a graphite Solar Storage Receiver, set out in a multi tower solar array. The Project consists of eight SSR’s each mounted on its own tower. This graphite receiver acts as receiver, boiler and storage system.",,,,,Published,0,0
262,ACME Solar Tower,,IN,  ,Rajasthan,Bikaner,,28,11,2,North,73,14,26,East,Power tower,Operational,2014-02-13 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,April,NULL,2011,NULL,,,NULL,,,NULL,,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,ACME Group,eSolar,ACME Group,,,,12,acres,,,Water/Steam,,2.5,2.5,,MW,Steam Rankine,60,bar,MaxWatt,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on ACME Solar Tower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
263,Gujarat Solar One,,IN,  ,Gujarat,Kutch,,23,34,45,North,70,39,0,East,Parabolic trough,Under construction,2014-02-12 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,2014,NULL,,Commercial,NULL,,,130000,Expected,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Cargo Solar Power,,,,Lauren CCL,,NULL,,,,Diphyl,Lanxess,28,25,,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,None,NULL,2-tank indirect,9,hours,Molten Salt,"This page provides information on Gujarat Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
264,Megha Solar Plant,,IN,  ,Andhra Pradesh,Anantapur,,16,59,19,North,80,8,36,East,Parabolic trough,Operational,2014-11-21 00:00:00.000,,NULL,NULL,,11.31,Rs per kWh,25,,December,NULL,2011,November,13,2014,NULL,,Commercial,848,Rs Crore,,110000,Expected/Planned,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Megha Engineering and Infrastructure,,,,MEIL Green Power,,242,hectares,,,Xceltherm®MK1,Radco Industries,50,50,,MW,Steam Rankine,NULL,,GE,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Megha Solar Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
265,Tooele Army Depot,,US,UT,,Tooele,Tooele County,40,30,4,North,112,22,25,West,Dish/Engine,Currently Non-Operational,2017-04-13 00:00:00.000,,NULL,NULL,,NULL,,,,August,17,2012,July,NULL,2013,NULL,,Commercial,NULL,,,NULL,,"Once complete, is anticipated to provide 30% of the Depot’s electricity consumption.",,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Infinia Corp.,,,,,,17,acres,,,Helium,,1.5,1.5,,MW,Stirling,NULL,,,,,Cloosed-loop cooling system,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on the Tooele Army Depot Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
266,eLLO Solar Thermal Project,Llo,FR,  ,Pyrénées Orientales,Llo,,42,28,9,North,2,3,47,East,Linear Fresnel reflector,Under construction,2017-03-24 00:00:00.000,,NULL,NULL,French tender for solar energy,NULL,,20,,,NULL,2016,,NULL,2018,1930,,Commercial,NULL,,,20200,Expected,,SUNCNIM,http://www.suncnim.com/,Sylvain Legrand,sylvain.legrand@suncnim.com,,,,,NULL,NULL,eLLO (51% SUNCNIM - 49% Caisse des Dépôts et Consignations),,SUNCNIM,,,,35,hectares,,,Water,,9,9,,MW,NULL,70,bar,,,Dry cooling,Air cooled condenser,NULL,NULL,,NULL,,NULL,Other,4,hours,Steam drum,"This page provides information on Llo Solar Thermal Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
267,Martin Next Generation Solar Energy Center,MNGSEC,US,FL,South Florida,Indiantown,Martin,27,3,13,North,80,33,46,West,Parabolic trough,Operational,2013-01-25 00:00:00.000,,NULL,NULL,,NULL,,,,January,NULL,2009,December,NULL,2010,NULL,,,476300000,USD,FPSC filing,155000,Estimated,,Florida Power & Light Company,http://www.fpl.com,John Gnecco,john_gnecco@fpl.com,,,Cindy Tindell,cindy_tindell@fpl.com,NULL,NULL,Florida Power & Light Co.,,Florida Power & Light Co.,,Lauren Engineers & Constructors,,500,acres,,,Dowtherm A,,75,75,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,None,NULL,,,"The Martin Next Generation Solar Energy Center is the second largest solar facility in the world and the largest solar plant of any kind outside of California. The facility is the first hybrid facility in the world to connect a solar facility to an existing combined-cycle power plant, providing 75 megawatts of solar thermal capacity in an innovative way that directly displaces fossil fuel usage. The project consists of up to about 200,000 mirrors over about 500 acres at the existing FPL Martin Plant site.",,,,,Published,0,0
268,eCare Solar Thermal Project,,MA,  ,,Undefined,,NULL,NULL,NULL,,NULL,NULL,NULL,,Linear Fresnel reflector,Under contract,2012-11-27 00:00:00.000,,NULL,NULL,French Renewable Energy Program,NULL,,,,,NULL,2013,,NULL,2014,2600,,Demonstration,NULL,,,1600,Expected,,CNIM,http://www.cnim.com,Roger Pujol,roger.pujol@cnim.com,,,,,NULL,NULL,CNIM,,CNIM,,,,2,hectares,,,Water,,1,NULL,,MW,Organic Rankine,70,bar,,,Dry cooling,Air Cooler,NULL,NULL,,NULL,,NULL,Other,2,hours,Steam drum,"This page provides information on eCare Solar Thermal Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,0
269,Liddell Power Station,,AU,  ,New South Walles,Liddell,,32,22,34,South,150,58,48,East,Linear Fresnel reflector,Currently Non-Operational,2017-03-20 00:00:00.000,,NULL,NULL,,NULL,,,,January,NULL,2011,October,NULL,2012,NULL,,Commercial,NULL,,,13550,,thermal megawatts-hour,Novatec Solar,http://novatecsolar.com/80-1-Liddell.html,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Novatec Solar,,Macquarie Generation,,Novatec Solar,,NULL,,,,Water/Steam,,3,3,The 9 MWth solar boiler feeds steam into the existing 2000 MW coal-fired power station,MW,NULL,55,bar,,,Dry cooling,Air-cooled condensers,NULL,NULL,"270ºC, 55 bar, 9.3 MWth peak thermal output",NULL,,NULL,None,NULL,,,"Novatec’s 9 MWth solar boiler acts as a fuel-saver by feeding steam into the existing coal fired power station and reducing the coal required to operate the facility. The replacement of coal by the solar boiler will cut greenhouse gas emissions by approximately 5,000 tonnes per annum.",,,,,Published,0,0
270,NOOR I,,MA,  ,,Ouarzazate,,30,59,40,North,6,51,48,West,Parabolic trough,Operational,2017-03-23 00:00:00.000,November,19,2012,,1.62,Dirhams per kWh,25,US$ cents 18.9 per kWh,May,10,2013,December,1,2015,2635,Measured on site,Commercial,1042,€ million,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"ACWA Power, Aries and TSK",,,,"Acciona, Sener and TSK",,NULL,,,,Dowtherm A,DOW,160,146,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,LFO Boiler System,NULL,2-tank indirect,3,hours,Molten Salt,"This page provides information on Ouarzazate (Phase I), a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
271,Bokpoort,,ZA,  ,Northern Cape Province,Groblershoop,,28,46,53,South,21,57,22,East,Parabolic trough,Operational,2017-04-17 00:00:00.000,,NULL,NULL,,NULL,,20,,September,25,2013,March,14,2016,NULL,,Commercial,565,USD million,,230000,Estimated,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,ACWA Power,,,,"Acciona, Sener and TSK",,100,hectares,,,Dowtherm A,DOW,55,50,,MW,Steam Rankine,NULL,,Siemens (SST-700),,Wet cooling,,NULL,NULL,,NULL,LFO Boiler System (2x5 MWht),NULL,2-tank indirect,9.3,hours,Molten salts (1300 MWht),"This page provides information on Bokpoort, a concentrating solar power (CSP) project, with data organized by background, parcipants and power plant configuration.",,,,,Published,0,0
272,Dhursar,,IN,  ,Rajasthan,Dhursar,,26,47,8.5,North,72,0,30,East,Linear Fresnel reflector,Operational,2014-11-14 00:00:00.000,,NULL,NULL,,11.97,INR per kWh,25,,,NULL,NULL,November,11,2014,NULL,,,2100,Rs Crore,,280000,Expected,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Rajasthan Sun Technique Energy,,,,Areva,,340,hectares,,,,,125,125,,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Dhursar, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
273,Airlight Energy Ait-Baha Pilot Plant,,MA,  ,Agadir,Ait Baha,,30,13,3,North,9,8,57,West,Parabolic trough,Operational,2015-02-16 00:00:00.000,,NULL,NULL,,NULL,,,,February,NULL,2012,June,NULL,2014,2200,,Pilot plant,NULL,,,2390,Estimated,Computed if it were a stand alone plant,Airlight Energy,http://www.airlightenergy.com/,Airlight Energy,info@airlightenergy.com,,,,,NULL,NULL,Airlight Energy,,"Cimar, Italcementi Group",,,,24,hectares,,,Air at ambient pressure,,3,3,The solar field feeds 3 MWth to an existing 12 MWe ORC turbine,MW,Organic Rankine,NULL,,Turboden,,,,NULL,NULL,3.9 MWth Peak thermal power,NULL,,NULL,Other,5,hours,Packed-bed of rocks,"This page provides information on Ait-Baha Pilot Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. The Solar field is designed to provide additional heat at high temperature to the existing 12MW ORC Generator.",,,,,Published,0,0
274,Caceres,,ES,  ,Caceres,Valdeobispo,,40,3,38,North,6,16,32,West,Parabolic trough,Under construction,2013-02-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,March,NULL,2013,NULL,,Commercial,NULL,,,170000,Expected,,COBRA,http://www.grupocobra.com,Francisco González,fgonzalez@eyra.net,,,,,NULL,NULL,ACS - COBRA group,,,,Cobra Instalaciones y Servicios,,200,hectares,,,Diphenyl/Biphenyl oxide,,50,50,SST-700,MW,Steam Rankine,100,bar,Siemens,,Wet cooling,Cooling towers,38.1,NULL,,NULL,HTF heater,12,2-tank indirect,7.5,hours,"Molten salts: 60% Sodium NItrate, 40% Potassium Nitrate","This page provides information on Caceres, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,0
275,Xina Solar One,,ZA,  ,Northern Cape Province,Pofadder,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2015-04-14 00:00:00.000,,NULL,NULL,,NULL,,,,December,NULL,2014,,NULL,2017,NULL,,,880,USD million,,NULL,Estimated,"Xina Solar One will produce the energy to power approximately 90,000 households",,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Abengoa Solar,,,,,,NULL,,,,Thermal oil,,100,100,,MW,Steam Rankine,NULL,,Siemens,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,5,hours,Molten salt,"Abengoa has been selected by the Department of Energy (DOE) of South Africa to develop Xina Solar One, a 100 MW parabolic trough plant with a five-hour thermal energy storage system using molten salts. This project will form the largest solar complex in Africa together with Abengoa’s plant KaXu Solar One that is currently under construction in the country. Xina Solar One was awarded to Abengoa in the third round of renewable energy projects organized by the Department of Energy of South Africa.",,,,,Published,0,0
276,Ashalim,,IL,  ,Negev Desert,Ashalim,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2015-07-21 00:00:00.000,,NULL,NULL,,0.76,NIS per kWh,25,,July,NULL,2015,,NULL,2018,NULL,,,1,US$ billion,,NULL,,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Negev Energy Ltd. (Abengoa and Shikun & Binui),,,,,,NULL,,,,,,110,110,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,4.5,hours,Molten salts,,,,,,Published,0,0
277,Ashalim Plot B,Megalim,IL,  ,Negev Desert,Ashalim,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under construction,2016-03-22 00:00:00.000,,NULL,NULL,,0.79,NIS per kWh,25,,,NULL,2015,,NULL,2017,NULL,,Commercial,NULL,,,NULL,,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Megalim Solar Power Ltd,,General Electric,,General Electric,,NULL,,,,Water/Steam,,121,121,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,,,,,,Published,0,0
278,City of Medicine Hat ISCC Project,,CA,  ,Alberta,Medicine Hat,,50,2,24,North,110,43,12,West,Parabolic trough,Operational,2015-08-03 00:00:00.000,,NULL,NULL,,NULL,,,,April,NULL,2013,November,NULL,2014,NULL,,ISCC Demonstration,9,$ million,,1500,Estimated,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,City of Medicine Hat,,,,,,NULL,,,,Xceltherm®SST,Radco Industries,1.1,1.1,,MW,NULL,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,This $9 million project integrates solar thermal energy with one of the four combined cycle power blocks at the 203 MWe Medicine Hat plant.,,,,,Published,0,0
279,National Solar Thermal Power Facility,,IN,  ,,Gurgaon,,28,25,39,North,77,9,33,East,Parabolic trough,Operational,2014-02-13 00:00:00.000,,NULL,NULL,,NULL,,,,April,NULL,2011,October,NULL,2012,NULL,,Demonstration,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,IIT Bombay,,IIT Bombay,,Abengoa Solar,,NULL,,,,Therminol VP-1,Solutia,1,1,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,,,,,,Published,0,0
3275,Atacama-1,,CL,  ,II Región de Antofagasta,Calama,María Elena,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under construction,2015-07-01 00:00:00.000,,NULL,NULL,,NULL,,,,May,14,2014,June,NULL,2018,NULL,,,NULL,,,NULL,,,Abengoa Solar,http://www.abengoasolar.com,Luis Rejano,luis.rejano@abengoa.com,,,,,NULL,NULL,Abengoa Solar,,Abengoa Solar,,,,700,hectares,,,Molten Salt,,110,110,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,17.5,hours,Molten salt,"This page provides information on Planta Solar Cerro Dominador, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
4279,Stillwater GeoSolar Hybrid Plant,,US,NV,,Fallon,,39,32,53,North,118,33,20,West,Parabolic trough,Operational,2016-10-21 00:00:00.000,,NULL,NULL,,NULL,,20,,April,NULL,2014,March,NULL,2015,NULL,,,NULL,,,3000,Estimated,,NREL,,Craig Turchi,craig.turchi@nrel.gov,,,,,NULL,NULL,Enel Green Power,,Enel Green Power,,SkyFuel,,21,acres,,,,Demineralised water,2,2,Thermal,MW,Organic Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,"Stillwater Solar Geothermal Hybrid Project in Fallon, Nevada is a first of its kind renewable energy power plant. Stillwater integrates 33 MW of geothermal power with 26.4 MW of solar photovoltaic and 2 MW of solar thermal capacity",,,,,Published,0,0
